id,label
1,1
2,1
3,0
4,1
5,0
6,1
7,1
8,1
9,1
10,1
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,0
19,1
20,1
21,1
22,1
23,1
24,0
25,1
26,1
27,0
28,1
29,1
30,1
31,0
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,1
42,1
43,1
44,0
45,1
46,0
47,1
48,1
49,0
50,1
51,1
52,1
53,1
54,0
55,1
56,1
57,0
58,0
59,0
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,0
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,0
86,0
87,0
88,1
89,1
90,1
91,0
92,0
93,0
94,1
95,1
96,0
97,0
98,1
99,0
100,0
101,1
102,0
103,1
104,0
105,1
106,0
107,0
108,1
109,0
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,0
118,1
119,0
120,1
121,1
122,1
123,1
124,1
125,1
126,0
127,1
128,0
129,0
130,1
131,1
132,0
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,0
144,1
145,1
146,0
147,1
148,1
149,1
150,1
151,0
152,1
153,0
154,1
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,1
169,1
170,0
171,1
172,0
173,0
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,1
182,1
183,1
184,1
185,0
186,1
187,1
188,1
189,0
190,1
191,0
192,1
193,0
194,1
195,0
196,1
197,1
198,1
199,1
200,1
201,0
202,1
203,1
204,0
205,0
206,1
207,1
208,0
209,1
210,1
211,1
212,1
213,0
214,1
215,0
216,1
217,0
218,1
219,1
220,1
221,0
222,1
223,1
224,1
225,0
226,1
227,1
228,1
229,0
230,1
231,0
232,1
233,1
234,1
235,1
236,1
237,0
238,0
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,0
248,0
249,1
250,0
251,1
252,1
253,1
254,0
255,1
256,1
257,1
258,1
259,1
260,0
261,1
262,1
263,1
264,0
265,0
266,1
267,1
268,1
269,1
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,0
281,1
282,0
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,0
291,1
292,0
293,1
294,1
295,1
296,1
297,0
298,1
299,1
300,0
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,1
309,1
310,1
311,1
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,1
320,0
321,0
322,0
323,1
324,1
325,1
326,0
327,1
328,1
329,0
330,1
331,0
332,1
333,1
334,1
335,1
336,1
337,0
338,1
339,1
340,1
341,0
342,1
343,1
344,0
345,1
346,1
347,1
348,1
349,1
350,1
351,1
352,0
353,0
354,1
355,1
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,0
366,1
367,0
368,1
369,1
370,1
371,1
372,0
373,0
374,1
375,1
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,1
384,1
385,1
386,1
387,0
388,1
389,1
390,1
391,1
392,1
393,1
394,0
395,1
396,0
397,1
398,1
399,0
400,1
401,0
402,1
403,0
404,1
405,1
406,1
407,1
408,1
409,0
410,1
411,1
412,0
413,1
414,0
415,1
416,1
417,0
418,0
419,1
420,1
421,0
422,1
423,1
424,1
425,1
426,0
427,1
428,1
429,1
430,1
431,1
432,0
433,1
434,1
435,1
436,0
437,1
438,1
439,1
440,1
441,0
442,0
443,0
444,1
445,1
446,1
447,0
448,1
449,0
450,1
451,1
452,0
453,1
454,0
455,1
456,0
457,1
458,1
459,1
460,0
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,0
469,1
470,1
471,1
472,1
473,1
474,0
475,0
476,1
477,1
478,1
479,1
480,0
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,1
489,1
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,0
500,1
501,1
502,1
503,1
504,0
505,0
506,1
507,1
508,0
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,1
530,1
531,1
532,1
533,0
534,1
535,0
536,1
537,1
538,1
539,0
540,1
541,1
542,1
543,1
544,1
545,1
546,0
547,1
548,1
549,0
550,1
551,1
552,1
553,1
554,1
555,0
556,1
557,1
558,0
559,1
560,1
561,0
562,1
563,1
564,0
565,1
566,0
567,0
568,1
569,1
570,1
571,0
572,0
